Track URI,Track Name,Album Name,Artist Name(s),Release Date,Duration (ms),Popularity,Explicit,Added By,Added At,Genres,Record Label,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature
spotify:track:77NwdlKUIMS3gvvJeO5KK1,"Something About You","World Machine","Level 42",1985,265000,62,false,rwinj,2026-06-08T17:34:15Z,"synthpop","Polydor Records",0.72,0.562,6,-12.707,0,0.0336,0.0542,0.00441,0.0953,0.798,104.982,4
spotify:track:0G21yYKMZoHa30cYVi1iA8,"Welcome To The Jungle","Appetite For Destruction","Guns N' Roses",1987-07-21,273480,87,true,rwinj,2026-06-08T17:38:03Z,"rock,glam metal,hard rock,classic rock","Guns N Roses P&D",0.454,0.987,8,-4.485,1,0.0881,0.0195,0.279,0.268,0.316,123.61,4
spotify:track:745sNpjWbAxo2MA2zSYbyD,"Wherever I May Roam (Remastered)","Metallica (Remastered)","Metallica",1991-08-12,404333,71,false,rwinj,2026-06-08T17:50:08Z,"metal,thrash metal,rock,heavy metal,hard rock","Blackened Recordings",0.539,0.834,9,-7.459,0,0.0364,0.000646,0.000516,0.119,0.339,131.383,4
spotify:track:2RWFncSWZEhSRRifqiDNVV,"Run To You","Reckless (30th Anniversary / Deluxe Edition)","Bryan Adams",1984-11-05,233270,79,false,rwinj,2026-06-08T17:57:42Z,"","A&M",0.561,0.811,4,-6.157,1,0.0265,0.00515,0.0000366,0.287,0.635,126.59,4
spotify:track:5vYA1mW9g2Coh1HUFUSmlb,"3AM","Yourself or Someone Like You","Matchbox Twenty",1996-10-01,225946,78,false,rwinj,2026-06-08T18:02:58Z,"post-grunge","Lava/Atlantic",0.521,0.673,8,-8.685,1,0.0284,0.00573,0,0.12,0.543,108.031,4
spotify:track:37lctHJGpnrzHPluCe48S8,"Build And Destroy","Build And Destroy","Styx",2025-05-28,232010,26,false,rwinj,2026-06-08T18:17:08Z,"classic rock,aor,progressive rock","Styx 2025",0.569,0.935,9,-4.976,0,0.0516,0.0107,0.00305,0.217,0.437,126.996,4
spotify:track:4jgt5xF9YT7hIKyQ0QGkZA,"DEMOLITION MAN","GUSTO","Boko Yout",2025-09-05,200053,46,false,rwinj,2026-06-08T18:26:48Z,"","Hoopdiggas Recordings",0.617,0.686,8,-6.169,0,0.136,0.131,0.00000175,0.18,0.371,139.796,4
spotify:track:78LTHqdNyj0Rz7aCy6IhPz,"We Walk - Live/Remastered","Complete Rarities - I.R.S. 1982-1987","R.E.M.",2014-01-01,197706,7,false,rwinj,2026-06-08T18:31:39Z,"jangle pop,alternative rock,rock","CAPITOL CATALOG MKT (C92)",0.402,0.666,0,-8.835,1,0.0719,0.0323,0.0512,0.993,0.575,106.229,4
spotify:track:7EXgO1bRnEArE58rtrgMWB,"Street Fighting Man - 50th Anniversary Edition","Beggars Banquet (50th Anniversary Edition)","The Rolling Stones",1968-12-06,195146,58,false,rwinj,2026-06-08T18:53:05Z,"classic rock,rock","ABKCO Music & Records",0.583,0.855,0,-7.213,1,0.0333,0.102,0.0173,0.262,0.696,128.181,4
spotify:track:4PtZE0h5oyPhCtPjg3NeYQ,"No Excuses","Jar Of Flies","Alice In Chains",1994,255573,70,false,rwinj,2026-06-08T18:56:35Z,"grunge,post-grunge","Columbia",0.527,0.838,3,-6.013,1,0.0323,0.0206,0.00062,0.07,0.721,117.454,4
spotify:track:1v64SrT0QJlpbrepnZOHPz,"Baby Talks Dirty","But The Little Girls Understand","The Knack",1979,225560,31,false,rwinj,2026-06-08T19:01:04Z,"power pop","Capitol Records",0.491,0.909,0,-4.451,1,0.0351,0.0341,0.00000964,0.0694,0.945,150.96,4
spotify:track:4gVTozEmzwAUXpwj3jEetX,"Highway Star","Machine Head","Deep Purple",1972-03-25,368506,63,false,rwinj,2026-06-08T20:44:07Z,"hard rock,classic rock,rock","Rhino/Warner Records",0.298,0.895,9,-7.647,0,0.0547,0.0283,0.00574,0.305,0.544,173.737,4
spotify:track:7FIhuHZUdUxWX2hDMGdIbF,"Freak Scene","Bug","Dinosaur Jr.",1988-10-31,216960,50,true,rwinj,2026-06-08T20:46:36Z,"noise rock,grunge,alternative rock,power pop","Baked Goods",0.241,0.94,9,-3.519,1,0.0706,0.00749,0.00266,0.327,0.199,154.133,4
spotify:track:250dZY8xYbhHGQpM6bgL52,"In The City","In The City","The Jam",1977-05-20,137800,53,false,rwinj,2026-06-08T20:53:30Z,"punk,new wave,britpop,power pop","Polydor Records",0.374,0.817,7,-9.133,1,0.0488,0.00108,0.0000663,0.336,0.918,177.138,4
spotify:track:6H8kmcBIUymcI1byu6QCRp,"Asking For A Friend","Asking For A Friend","Foo Fighters",2025-10-23,269000,54,false,rwinj,2026-06-08T20:53:50Z,"rock,post-grunge,alternative rock,grunge","RCA Records Label",0.0822,0.895,2,-2.551,0,0.0632,0.00000707,0.00159,0.0914,0.335,204.717,3
spotify:track:0L9RHQ6I91En6Ic1ILQAEF,"Your Favorite Toy","Your Favorite Toy","Foo Fighters",2026-04-24,176453,61,false,rwinj,2026-06-08T21:02:14Z,"rock,post-grunge,alternative rock,grunge","RCA Records Label",0.3,0.92,11,-2.216,1,0.0688,0.0000088,0.000003,0.196,0.241,146.803,4
spotify:track:1VZFmtsZuuqm0EV6KQihE8,"Everythings Gone Green","Substance","New Order",1987-08-17,330680,45,false,rwinj,2026-06-08T21:06:53Z,"new wave,synthpop,post-punk,madchester","Rhino",0.687,0.916,7,-13.023,1,0.0507,0.00267,0.588,0.0619,0.462,127.872,4
spotify:track:1xsEHo7mtGZLEG94vFX11z,"As Alive As You Need Me To Be","As Alive As You Need Me To Be","Nine Inch Nails",2025-07-17,233562,55,false,rwinj,2026-06-08T21:10:54Z,"industrial rock,industrial,industrial metal,alternative metal,nu metal","The Null Corporation/Interscope Records",0.603,0.905,4,-4.513,0,0.0418,0.000748,0.0143,0.622,0.205,107.018,4
